Date,open,high,low,close,"XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*"
19//2017:00:00,1293.84,1294.42,1293.54,1293.66,1293.45,1294.05,1293.15,1293.27
19//2017:00:00,1293.92,1293.94,1293.55,1293.85,1293.54,1293.54,1293.15,1293.45
19//2017:00:00,1294.27,1294.33,1293.38,1293.94,1293.88,1293.89,1292.99,1293.54
19//2017:00:00,1294.14,1294.36,1293.53,1294.26,1293.74,1293.96,1293.14,1293.87
19//2017:00:00,1294.22,1294.42,1293.86,1294.15,1293.84,1294.04,1293.44,1293.74
19//2017:00:00,1293.62,1294.98,1293.48,1294.23,1293.28,1294.66,1293.18,1293.84
19//2017:00:00,1292.64,1293.68,1292.44,1293.58,1292.34,1293.38,1292.14,1293.28
19//2017:00:00,1292.60,1292.72,1292.33,1292.64,1292.22,1292.42,1291.98,1292.35
19//2017:00:00,1292.50,1292.68,1292.41,1292.61,1292.09,1292.30,1292.01,1292.22
19//2017:00:00,1293.04,1293.04,1292.31,1292.51,1292.64,1292.67,1291.92,1292.10
19//2017:00:00,1293.26,1293.43,1293.04,1293.04,1292.83,1292.97,1292.64,1292.66
19//2017:00:00,1293.58,1293.84,1292.62,1293.26,1293.16,1293.44,1292.20,1292.86
19//2017:00:00,1293.93,1293.98,1292.52,1293.56,1293.18,1293.34,1291.08,1293.14
17//2017:00:00,1294.51,1295.13,1294.45,1295.01,1294.04,1294.27,1293.71,1294.05
17//2017:00:00,1294.54,1294.87,1294.34,1294.53,1294.20,1294.43,1293.72,1294.05
17//2017:00:00,1294.40,1294.56,1294.36,1294.56,1294.03,1294.20,1293.97,1294.20
17//2017:00:00,1294.41,1294.56,1294.34,1294.36,1293.99,1294.18,1293.94,1294.03
17//2017:00:00,1294.30,1294.41,1294.26,1294.39,1293.84,1294.00,1293.83,1293.99
17//2017:00:00,1294.16,1294.34,1294.15,1294.31,1293.74,1293.93,1293.73,1293.86
17//2017:00:00,1293.96,1294.17,1293.96,1294.16,1293.54,1293.76,1293.53,1293.73
17//2017:00:00,1294.06,1294.06,1293.96,1293.96,1293.60,1293.65,1293.51,1293.53
17//2017:00:00,1294.01,1294.07,1293.86,1294.06,1293.57,1293.65,1293.46,1293.61
17//2017:00:00,1294.17,1294.27,1293.87,1294.04,1293.74,1293.83,1293.41,1293.57
17//2017:00:00,1294.37,1294.37,1294.07,1294.17,1294.01,1294.01,1293.67,1293.76
17//2017:00:00,1294.04,1294.39,1293.82,1294.39,1293.57,1294.07,1293.34,1294.01
17//2017:00:00,1295.21,1295.21,1293.94,1294.04,1294.90,1294.90,1293.46,1293.59
17//2017:00:00,1295.13,1295.45,1294.95,1295.21,1294.77,1295.09,1294.58,1294.88
17//2017:00:00,1295.30,1295.44,1294.98,1295.12,1294.93,1295.08,1294.64,1294.77
17//2017:00:00,1294.87,1295.32,1294.81,1295.30,1294.48,1294.98,1294.46,1294.91
17//2017:00:00,1294.41,1294.97,1294.40,1294.86,1294.06,1294.58,1294.05,1294.47
17//2017:00:00,1295.40,1295.46,1294.38,1294.42,1295.05,1295.07,1294.05,1294.06
17//2017:00:00,1295.33,1295.64,1295.30,1295.39,1294.94,1295.25,1294.94,1295.05
17//2017:00:00,1295.20,1295.43,1295.17,1295.32,1294.83,1295.04,1294.82,1294.93
17//2017:00:00,1295.13,1295.41,1295.07,1295.22,1294.74,1295.06,1294.71,1294.83
17//2017:00:00,1294.59,1295.17,1294.55,1295.14,1294.22,1294.84,1294.21,1294.75
17//2017:00:00,1294.49,1294.70,1294.34,1294.60,1294.11,1294.31,1294.01,1294.22
17//2017:00:00,1294.10,1294.70,1294.02,1294.51,1293.77,1294.33,1293.68,1294.12
17//2017:00:00,1293.77,1294.19,1293.56,1294.12,1293.42,1293.84,1293.22,1293.77
17//2017:00:00,1293.49,1293.91,1293.36,1293.77,1293.12,1293.52,1292.97,1293.44
17//2017:00:00,1293.64,1293.92,1293.47,1293.49,1293.25,1293.54,1293.11,1293.13
17//2017:00:00,1293.57,1293.71,1293.51,1293.63,1293.19,1293.37,1293.12,1293.24
17//2017:00:00,1293.74,1293.85,1293.41,1293.55,1293.35,1293.52,1293.04,1293.16
17//2017:00:00,1293.88,1293.97,1293.62,1293.74,1293.55,1293.63,1293.26,1293.36
17//2017:00:00,1294.06,1294.20,1293.78,1293.88,1293.76,1293.84,1293.41,1293.53
17//2017:00:00,1293.96,1294.34,1293.94,1294.06,1293.63,1293.97,1293.56,1293.77
17//2017:00:00,1293.56,1294.06,1293.43,1293.96,1293.22,1293.70,1293.05,1293.64
17//2017:00:00,1294.15,1294.15,1293.35,1293.56,1293.80,1293.80,1293.01,1293.21
17//2017:00:00,1294.22,1294.46,1294.00,1294.16,1293.84,1294.12,1293.64,1293.80
17//2017:00:00,1294.16,1294.32,1293.94,1294.23,1293.80,1294.00,1293.62,1293.90
17//2017:00:00,1294.19,1294.35,1293.73,1294.14,1293.90,1294.01,1293.41,1293.80
17//2017:00:00,1293.94,1294.38,1293.78,1294.18,1293.60,1294.10,1293.46,1293.92
17//2017:00:00,1294.70,1294.90,1293.89,1293.92,1294.31,1294.56,1293.60,1293.61
17//2017:00:00,1295.28,1295.30,1294.70,1294.70,1294.98,1294.98,1294.33,1294.33
17//2017:00:00,1295.35,1295.69,1295.03,1295.30,1295.00,1295.32,1294.66,1294.98
17//2017:00:00,1296.36,1296.74,1295.15,1295.34,1295.97,1296.35,1294.85,1295.00
17//2017:00:00,1297.13,1297.29,1295.67,1296.35,1296.72,1296.84,1295.28,1295.96
17//2017:00:00,1295.92,1297.12,1295.89,1297.11,1295.53,1296.73,1295.51,1296.72
17//2017:00:00,1295.08,1296.34,1295.07,1295.91,1294.69,1295.92,1294.68,1295.52
17//2017:00:00,1295.18,1295.90,1294.75,1295.07,1294.81,1295.51,1294.36,1294.68
17//2017:00:00,1294.04,1295.23,1294.01,1295.17,1293.74,1294.91,1293.69,1294.81
17//2017:00:00,1293.73,1294.37,1293.63,1294.05,1293.30,1293.98,1293.20,1293.74
17//2017:00:00,1293.13,1294.03,1292.88,1293.70,1292.74,1293.62,1292.53,1293.30
17//2017:00:00,1290.98,1293.86,1290.98,1293.12,1290.61,1293.31,1290.61,1292.73
17//2017:00:00,1290.95,1291.23,1290.84,1290.98,1290.56,1290.93,1290.45,1290.60
17//2017:00:00,1290.90,1291.33,1290.84,1290.96,1290.51,1291.03,1290.47,1290.57
17//2017:00:00,1290.65,1290.97,1290.65,1290.88,1290.30,1290.60,1290.29,1290.50
17//2017:00:00,1290.35,1290.79,1290.35,1290.68,1289.96,1290.40,1289.96,1290.29
17//2017:00:00,1290.39,1290.49,1290.12,1290.34,1290.01,1290.14,1289.76,1289.96
17//2017:00:00,1289.95,1290.49,1289.89,1290.38,1289.52,1290.11,1289.51,1289.99
17//2017:00:00,1289.97,1290.12,1289.80,1289.95,1289.58,1289.75,1289.41,1289.53
17//2017:00:00,1290.49,1290.56,1289.91,1289.96,1290.10,1290.20,1289.55,1289.57
17//2017:00:00,1290.71,1291.18,1290.23,1290.48,1290.32,1290.81,1289.85,1290.10
17//2017:00:00,1290.23,1291.12,1290.09,1290.73,1289.84,1290.80,1289.71,1290.34
17//2017:00:00,1289.45,1290.47,1289.45,1290.22,1289.06,1290.13,1289.06,1289.83
17//2017:00:00,1289.10,1289.79,1289.05,1289.44,1288.68,1289.45,1288.67,1289.06
17//2017:00:00,1288.86,1289.33,1288.75,1289.12,1288.48,1288.97,1288.36,1288.69
17//2017:00:00,1288.96,1289.48,1288.60,1288.86,1288.57,1289.10,1288.27,1288.47
17//2017:00:00,1288.31,1289.13,1288.26,1288.95,1287.94,1288.77,1287.87,1288.57
17//2017:00:00,1288.49,1288.78,1287.89,1288.32,1288.12,1288.41,1287.48,1287.94
17//2017:00:00,1288.33,1288.69,1288.17,1288.49,1287.94,1288.30,1287.82,1288.11
17//2017:00:00,1288.90,1289.08,1288.27,1288.34,1288.51,1288.74,1287.88,1287.95
17//2017:00:00,1287.87,1288.98,1287.74,1288.90,1287.48,1288.59,1287.35,1288.52
17//2017:00:00,1288.59,1288.69,1287.65,1287.86,1288.24,1288.34,1287.26,1287.47
17//2017:00:00,1288.26,1288.63,1288.07,1288.59,1287.88,1288.26,1287.71,1288.21
17//2017:00:00,1287.34,1288.33,1287.34,1288.24,1286.93,1287.96,1286.86,1287.88
17//2017:00:00,1286.43,1287.75,1286.23,1287.34,1286.11,1287.39,1285.91,1286.98
17//2017:00:00,1286.02,1286.50,1285.73,1286.47,1285.71,1286.13,1285.41,1286.11
17//2017:00:00,1286.03,1286.55,1286.03,1286.03,1285.71,1286.21,1285.71,1285.71
17//2017:00:00,1285.75,1286.31,1285.65,1286.08,1285.42,1285.97,1285.32,1285.71
17//2017:00:00,1285.57,1285.92,1285.43,1285.75,1285.21,1285.61,1285.11,1285.41
17//2017:00:00,1285.74,1286.17,1285.43,1285.53,1285.41,1285.81,1285.11,1285.21
17//2017:00:00,1285.33,1285.91,1285.33,1285.74,1285.08,1285.56,1285.07,1285.43
17//2017:00:00,1285.53,1285.97,1285.03,1285.33,1285.21,1285.59,1284.76,1285.07
17//2017:00:00,1285.18,1285.86,1285.03,1285.43,1284.81,1285.51,1284.73,1285.21
17//2017:00:00,1285.23,1285.70,1285.13,1285.13,1284.90,1285.31,1284.81,1284.81
17//2017:00:00,1285.56,1285.70,1284.63,1285.23,1285.19,1285.39,1284.29,1284.91
17//2017:00:00,1285.61,1286.18,1284.32,1285.55,1285.28,1285.80,1284.05,1285.19
17//2017:00:00,1285.72,1285.84,1285.42,1285.60,1285.33,1285.48,1285.09,1285.28
17//2017:00:00,1285.21,1285.80,1285.18,1285.62,1284.86,1285.43,1284.83,1285.33
17//2017:00:00,1285.89,1286.67,1284.82,1285.21,1285.53,1286.30,1284.49,1284.85
17//2017:00:00,1286.14,1286.35,1285.71,1285.90,1285.75,1285.98,1285.33,1285.53
17//2017:00:00,1286.75,1286.85,1285.51,1286.13,1286.36,1286.48,1285.14,1285.74
17//2017:00:00,1286.72,1287.34,1286.55,1286.74,1286.39,1286.97,1286.21,1286.35
17//2017:00:00,1286.98,1287.05,1286.52,1286.72,1286.60,1286.74,1286.16,1286.37
17//2017:00:00,1286.44,1287.10,1286.04,1287.00,1286.05,1286.74,1285.64,1286.61
17//2017:00:00,1285.88,1286.64,1285.70,1286.45,1285.55,1286.25,1285.33,1286.06
17//2017:00:00,1286.29,1286.94,1285.85,1285.87,1285.90,1286.53,1285.48,1285.55
17//2017:00:00,1284.65,1286.30,1284.63,1286.27,1284.26,1285.93,1284.25,1285.93
17//2017:00:00,1284.25,1285.36,1284.10,1284.66,1283.89,1284.99,1283.74,1284.27
17//2017:00:00,1284.57,1284.67,1284.18,1284.25,1284.18,1284.28,1283.83,1283.87
17//2017:00:00,1282.77,1285.02,1282.60,1284.59,1282.43,1284.60,1282.23,1284.20
17//2017:00:00,1283.40,1283.42,1281.84,1282.77,1283.03,1283.05,1281.49,1282.42
17//2017:00:00,1283.29,1283.51,1282.98,1283.39,1282.91,1283.15,1282.63,1283.03
17//2017:00:00,1283.09,1283.51,1282.39,1283.30,1282.70,1283.14,1282.01,1282.91
17//2017:00:00,1283.51,1283.74,1282.65,1283.09,1283.03,1283.03,1282.27,1282.71
17//2017:00:00,1282.43,1283.57,1282.43,1283.51,1282.12,1283.17,1282.10,1283.08
17//2017:00:00,1282.63,1282.93,1282.33,1282.43,1282.25,1282.56,1281.95,1282.11
17//2017:00:00,1282.33,1282.72,1282.33,1282.63,1281.99,1282.34,1281.99,1282.27
17//2017:00:00,1282.53,1282.63,1282.33,1282.38,1282.15,1282.29,1281.96,1281.99
17//2017:00:00,1282.63,1282.73,1282.43,1282.54,1282.25,1282.37,1282.08,1282.16
17//2017:00:00,1282.32,1282.88,1282.30,1282.63,1281.99,1282.50,1281.93,1282.24
17//2017:00:00,1282.42,1282.50,1281.94,1282.32,1282.06,1282.13,1281.59,1281.98
17//2017:00:00,1282.09,1282.57,1282.09,1282.42,1281.76,1282.23,1281.76,1282.07
17//2017:00:00,1282.46,1282.52,1281.81,1282.09,1282.08,1282.10,1281.50,1281.75
17//2017:00:00,1282.70,1282.79,1282.28,1282.46,1282.34,1282.40,1281.86,1282.09
17//2017:00:00,1283.12,1283.13,1282.64,1282.68,1282.74,1282.78,1282.28,1282.34
17//2017:00:00,1283.02,1283.52,1282.96,1283.11,1282.63,1283.13,1282.62,1282.73
17//2017:00:00,1283.18,1283.37,1283.00,1283.04,1282.82,1283.02,1282.62,1282.65
17//2017:00:00,1283.10,1283.24,1282.80,1283.18,1282.72,1282.91,1282.42,1282.83
17//2017:00:00,1283.49,1283.61,1282.90,1283.10,1283.13,1283.23,1282.53,1282.73
17//2017:00:00,1283.10,1283.56,1282.99,1283.49,1282.74,1283.19,1282.62,1283.11
17//2017:00:00,1283.12,1283.18,1282.61,1283.09,1282.77,1282.84,1282.25,1282.72
17//2017:00:00,1283.31,1283.41,1282.95,1283.15,1282.93,1283.03,1282.61,1282.77
17//2017:00:00,1283.22,1283.43,1283.21,1283.30,1282.84,1283.08,1282.84,1282.93
17//2017:00:00,1283.11,1283.42,1283.04,1283.22,1282.76,1283.05,1282.72,1282.86
17//2017:00:00,1283.50,1283.50,1282.90,1283.12,1283.11,1283.11,1282.51,1282.76
17//2017:00:00,1283.49,1283.57,1283.19,1283.50,1283.12,1283.20,1282.80,1283.12
17//2017:00:00,1283.61,1283.66,1283.28,1283.49,1283.22,1283.29,1282.92,1283.13
17//2017:00:00,1283.72,1283.94,1283.60,1283.60,1283.33,1283.57,1283.21,1283.22
17//2017:00:00,1283.99,1284.04,1283.69,1283.72,1283.62,1283.68,1283.32,1283.36
17//2017:00:00,1284.01,1284.31,1283.97,1283.99,1283.62,1283.92,1283.61,1283.61
17//2017:00:00,1283.59,1284.10,1283.49,1284.01,1283.21,1283.72,1283.12,1283.63
17//2017:00:00,1283.70,1283.80,1283.55,1283.59,1283.32,1283.43,1283.18,1283.22
17//2017:00:00,1283.70,1284.02,1283.67,1283.69,1283.33,1283.65,1283.32,1283.32
17//2017:00:00,1284.21,1284.54,1283.65,1283.69,1283.83,1284.23,1283.30,1283.33
17//2017:00:00,1283.64,1284.51,1283.63,1284.22,1283.30,1284.15,1283.30,1283.83
17//2017:00:00,1283.63,1283.88,1283.35,1283.65,1283.28,1283.50,1283.02,1283.30
17//2017:00:00,1283.74,1283.84,1283.52,1283.62,1283.35,1283.47,1283.14,1283.28
17//2017:00:00,1283.64,1283.89,1283.54,1283.74,1283.27,1283.50,1283.16,1283.36
17//2017:00:00,1283.83,1283.86,1283.44,1283.64,1283.44,1283.49,1283.09,1283.26
17//2017:00:00,1283.71,1283.94,1283.52,1283.83,1283.35,1283.55,1283.13,1283.45
17//2017:00:00,1283.91,1284.02,1283.68,1283.71,1283.54,1283.64,1283.30,1283.34
17//2017:00:00,1283.71,1284.13,1283.63,1283.91,1283.35,1283.76,1283.26,1283.53
17//2017:00:00,1283.61,1283.73,1283.50,1283.70,1283.25,1283.35,1283.14,1283.35
17//2017:00:00,1283.75,1283.75,1283.50,1283.61,1283.38,1283.38,1283.13,1283.24
17//2017:00:00,1283.75,1284.25,1283.53,1283.74,1283.38,1283.87,1283.15,1283.37
17//2017:00:00,1283.53,1283.95,1283.49,1283.75,1283.14,1283.62,1283.14,1283.37
17//2017:00:00,1283.55,1283.93,1283.45,1283.53,1283.19,1283.56,1283.12,1283.13
17//2017:00:00,1283.02,1283.87,1282.95,1283.55,1282.67,1283.53,1282.57,1283.18
17//2017:00:00,1283.06,1283.26,1282.92,1283.02,1282.70,1282.88,1282.54,1282.66
17//2017:00:00,1282.94,1283.16,1282.67,1283.07,1282.60,1282.78,1282.30,1282.70
17//2017:00:00,1282.77,1283.07,1282.57,1282.97,1282.41,1282.70,1282.20,1282.60
17//2017:00:00,1282.97,1282.97,1282.56,1282.77,1282.60,1282.60,1282.19,1282.42
17//2017:00:00,1282.87,1282.98,1282.58,1282.96,1282.50,1282.61,1282.23,1282.59
17//2017:00:00,1283.03,1283.16,1282.76,1282.86,1282.67,1282.79,1282.40,1282.50
17//2017:00:00,1282.63,1283.15,1282.34,1283.04,1282.26,1282.76,1281.98,1282.67
17//2017:00:00,1282.43,1282.86,1282.35,1282.62,1282.11,1282.56,1281.98,1282.23
17//2017:00:00,1282.36,1282.65,1281.95,1282.44,1281.97,1282.28,1281.58,1282.11
17//2017:00:00,1282.24,1282.36,1281.93,1282.35,1281.86,1281.97,1281.57,1281.97
17//2017:00:00,1282.00,1282.28,1281.79,1282.24,1281.63,1281.94,1281.40,1281.87
17//2017:00:00,1282.09,1282.28,1281.65,1282.00,1281.70,1281.91,1281.29,1281.62
17//2017:00:00,1282.38,1282.39,1281.75,1282.09,1282.00,1282.04,1281.36,1281.73
17//2017:00:00,1281.98,1282.49,1281.89,1282.39,1281.59,1282.11,1281.50,1282.00
17//2017:00:00,1282.56,1282.78,1281.89,1281.99,1282.19,1282.41,1281.52,1281.61
17//2017:00:00,1282.02,1282.58,1281.62,1282.56,1281.62,1282.21,1281.24,1282.18
17//2017:00:00,1282.42,1282.58,1281.97,1282.00,1282.03,1282.20,1281.60,1281.62
17//2017:00:00,1282.29,1282.63,1282.05,1282.41,1281.94,1282.29,1281.68,1282.02
17//2017:00:00,1282.06,1282.49,1281.93,1282.28,1281.67,1282.12,1281.59,1281.94
17//2017:00:00,1282.01,1282.22,1281.82,1282.06,1281.62,1281.84,1281.44,1281.70
17//2017:00:00,1282.89,1282.92,1281.99,1282.00,1282.51,1282.59,1281.60,1281.62
17//2017:00:00,1282.28,1283.39,1282.25,1282.87,1281.91,1283.00,1281.88,1282.51
17//2017:00:00,1282.29,1282.75,1282.26,1282.29,1281.91,1282.38,1281.90,1281.91
17//2017:00:00,1282.17,1282.52,1282.15,1282.29,1281.79,1282.18,1281.78,1281.92
17//2017:00:00,1281.96,1282.31,1281.58,1282.18,1281.58,1281.92,1281.21,1281.79
17//2017:00:00,1282.06,1282.28,1281.67,1281.98,1281.71,1281.91,1281.32,1281.59
17//2017:00:00,1282.58,1282.82,1281.97,1282.06,1282.20,1282.43,1281.61,1281.72
17//2017:00:00,1281.69,1282.65,1281.59,1282.56,1281.32,1282.28,1281.21,1282.20
17//2017:00:00,1282.07,1282.07,1281.34,1281.69,1281.70,1281.71,1280.97,1281.33
17//2017:00:00,1282.48,1282.58,1282.02,1282.07,1282.11,1282.22,1281.63,1281.71
17//2017:00:00,1282.57,1283.16,1282.38,1282.48,1282.22,1282.81,1282.02,1282.12
17//2017:00:00,1282.87,1282.87,1282.28,1282.57,1282.48,1282.48,1281.90,1282.20
17//2017:00:00,1282.64,1282.96,1282.48,1282.86,1282.27,1282.59,1282.10,1282.47
17//2017:00:00,1282.78,1282.89,1282.39,1282.66,1282.42,1282.51,1282.04,1282.27
17//2017:00:00,1282.99,1283.41,1282.58,1282.78,1282.61,1283.02,1282.22,1282.41
17//2017:00:00,1282.99,1283.10,1282.77,1282.98,1282.63,1282.73,1282.39,1282.59
17//2017:00:00,1282.48,1283.08,1282.46,1283.01,1282.13,1282.70,1282.11,1282.63
17//2017:00:00,1282.27,1282.48,1282.16,1282.47,1281.89,1282.13,1281.80,1282.13
17//2017:00:00,1282.47,1282.64,1282.26,1282.28,1282.17,1282.27,1281.89,1281.89
17//2017:00:00,1282.50,1282.56,1282.39,1282.47,1282.11,1282.18,1282.02,1282.10
17//2017:00:00,1282.46,1282.63,1282.36,1282.48,1282.10,1282.25,1282.00,1282.11
17//2017:00:00,1282.66,1282.71,1282.44,1282.47,1282.29,1282.34,1282.05,1282.10
17//2017:00:00,1282.47,1282.70,1282.42,1282.67,1282.08,1282.31,1282.07,1282.29
17//2017:00:00,1282.56,1282.82,1282.39,1282.46,1282.21,1282.43,1282.00,1282.08
17//2017:00:00,1282.25,1282.61,1282.22,1282.56,1281.98,1282.22,1281.86,1282.20
17//2017:00:00,1282.15,1282.45,1282.05,1282.25,1281.78,1282.09,1281.70,1281.95
17//2017:00:00,1281.84,1282.35,1281.65,1282.15,1281.46,1282.00,1281.30,1281.79
17//2017:00:00,1282.02,1282.13,1281.75,1281.83,1281.67,1281.80,1281.43,1281.46
17//2017:00:00,1282.65,1282.71,1282.02,1282.02,1282.24,1282.32,1281.66,1281.66
17//2017:00:00,1282.51,1282.84,1282.41,1282.68,1282.14,1282.40,1282.01,1282.24
17//2017:00:00,1282.86,1282.93,1282.44,1282.52,1282.49,1282.56,1282.05,1282.14
17//2017:00:00,1283.03,1283.29,1282.85,1282.86,1282.68,1282.95,1282.47,1282.50
17//2017:00:00,1283.25,1283.27,1282.94,1283.03,1282.88,1282.91,1282.56,1282.69
17//2017:00:00,1283.26,1283.35,1283.11,1283.26,1282.87,1282.97,1282.72,1282.88
17//2017:00:00,1283.15,1283.36,1282.96,1283.26,1282.78,1283.02,1282.59,1282.88
17//2017:00:00,1283.37,1283.43,1283.15,1283.15,1283.01,1283.08,1282.78,1282.79
17//2017:00:00,1283.18,1283.47,1283.16,1283.37,1282.81,1283.09,1282.80,1283.00
17//2017:00:00,1282.91,1283.28,1282.91,1283.18,1282.54,1282.90,1282.54,1282.82
16//2017:00:00,1282.86,1283.20,1282.81,1282.92,1282.48,1282.83,1282.43,1282.54
16//2017:00:00,1282.95,1283.06,1282.60,1282.85,1282.59,1282.68,1282.24,1282.48
16//2017:00:00,1282.98,1282.99,1282.70,1282.96,1282.60,1282.63,1282.33,1282.59
16//2017:00:00,1283.26,1283.27,1282.91,1282.98,1282.88,1282.91,1282.55,1282.61
16//2017:00:00,1282.90,1283.27,1282.78,1283.27,1282.54,1282.89,1282.39,1282.89
16//2017:00:00,1282.97,1283.26,1282.80,1282.90,1282.59,1282.89,1282.44,1282.55
16//2017:00:00,1283.09,1283.19,1282.81,1282.96,1282.71,1282.80,1282.47,1282.59
16//2017:00:00,1283.09,1283.22,1282.98,1283.09,1282.71,1282.88,1282.60,1282.70
16//2017:00:00,1283.28,1283.28,1282.96,1283.09,1282.89,1282.92,1282.59,1282.72
16//2017:00:00,1283.57,1283.57,1283.13,1283.28,1283.19,1283.19,1282.74,1282.90
16//2017:00:00,1283.79,1283.85,1283.49,1283.58,1283.40,1283.51,1283.13,1283.19
16//2017:00:00,1283.38,1283.90,1283.16,1283.81,1283.00,1283.52,1282.80,1283.42
16//2017:00:00,1283.67,1283.69,1283.22,1283.39,1283.29,1283.30,1282.85,1283.00
16//2017:00:00,1283.12,1283.78,1283.05,1283.66,1282.73,1283.42,1282.69,1283.29
16//2017:00:00,1283.15,1283.19,1282.97,1283.10,1282.80,1282.81,1282.60,1282.72
16//2017:00:00,1282.99,1283.22,1282.87,1283.14,1282.60,1282.86,1282.50,1282.79
16//2017:00:00,1282.94,1283.05,1282.85,1282.98,1282.58,1282.69,1282.48,1282.60
16//2017:00:00,1282.77,1282.96,1282.44,1282.95,1282.43,1282.60,1282.07,1282.58
16//2017:00:00,1282.75,1282.84,1282.56,1282.77,1282.37,1282.45,1282.19,1282.42
16//2017:00:00,1282.91,1283.05,1282.72,1282.76,1282.56,1282.68,1282.34,1282.37
16//2017:00:00,1283.06,1283.25,1282.76,1282.91,1282.70,1282.88,1282.45,1282.55
16//2017:00:00,1283.04,1283.12,1282.84,1283.05,1282.68,1282.79,1282.48,1282.70
16//2017:00:00,1283.32,1283.34,1282.94,1283.05,1282.96,1282.99,1282.59,1282.68
16//2017:00:00,1283.53,1283.65,1283.10,1283.33,1283.16,1283.28,1282.75,1282.96
16//2017:00:00,1283.40,1283.71,1283.40,1283.53,1283.07,1283.34,1283.03,1283.15
16//2017:00:00,1283.32,1283.50,1283.09,1283.41,1282.94,1283.15,1282.75,1283.07
16//2017:00:00,1283.31,1283.51,1283.11,1283.32,1282.96,1283.15,1282.75,1282.95
16//2017:00:00,1283.25,1283.48,1283.01,1283.31,1282.90,1283.15,1282.62,1282.95
16//2017:00:00,1283.75,1283.92,1283.22,1283.25,1283.37,1283.56,1282.83,1282.89
16//2017:00:00,1283.96,1284.17,1283.67,1283.74,1283.57,1283.80,1283.31,1283.37
16//2017:00:00,1283.81,1284.31,1283.56,1283.95,1283.41,1283.96,1283.17,1283.57
16//2017:00:00,1283.06,1283.87,1282.80,1283.78,1282.71,1283.50,1282.45,1283.41
16//2017:00:00,1283.17,1283.39,1283.06,1283.06,1282.79,1283.03,1282.69,1282.69
16//2017:00:00,1283.38,1283.50,1282.99,1283.16,1283.00,1283.13,1282.68,1282.79
16//2017:00:00,1283.69,1283.95,1283.19,1283.37,1283.30,1283.58,1282.81,1283.00
16//2017:00:00,1283.58,1283.71,1283.34,1283.67,1283.20,1283.36,1282.99,1283.29
16//2017:00:00,1283.45,1283.87,1283.32,1283.56,1283.11,1283.51,1282.93,1283.19
16//2017:00:00,1283.00,1283.51,1282.86,1283.46,1282.61,1283.13,1282.52,1283.11
16//2017:00:00,1283.07,1283.16,1282.62,1282.97,1282.68,1282.82,1282.26,1282.60
16//2017:00:00,1283.03,1283.43,1282.90,1283.04,1282.67,1283.04,1282.53,1282.68
16//2017:00:00,1282.24,1283.47,1282.18,1283.04,1281.85,1283.09,1281.79,1282.65
16//2017:00:00,1281.67,1282.59,1281.67,1282.23,1281.29,1282.18,1281.28,1281.84
16//2017:00:00,1281.20,1281.82,1281.16,1281.67,1280.81,1281.44,1280.77,1281.28
16//2017:00:00,1280.80,1281.66,1280.64,1281.19,1280.43,1281.29,1280.29,1280.80
16//2017:00:00,1280.71,1280.90,1280.51,1280.80,1280.32,1280.52,1280.17,1280.42
16//2017:00:00,1280.20,1281.08,1280.10,1280.70,1279.84,1280.69,1279.72,1280.31
16//2017:00:00,1280.06,1280.44,1280.06,1280.20,1279.67,1280.08,1279.67,1279.83
16//2017:00:00,1280.20,1280.31,1279.71,1280.06,1279.82,1279.95,1279.40,1279.66
16//2017:00:00,1280.10,1280.26,1280.05,1280.20,1279.71,1279.88,1279.66,1279.84
16//2017:00:00,1280.28,1280.34,1279.91,1280.09,1279.88,1279.99,1279.54,1279.71
16//2017:00:00,1280.41,1280.47,1280.19,1280.27,1280.04,1280.08,1279.82,1279.88
16//2017:00:00,1280.61,1280.81,1280.38,1280.41,1280.22,1280.43,1280.02,1280.03
16//2017:00:00,1279.88,1280.97,1279.86,1280.61,1279.52,1280.59,1279.48,1280.23
16//2017:00:00,1280.12,1280.18,1279.81,1279.89,1279.77,1279.82,1279.46,1279.52
16//2017:00:00,1279.90,1280.20,1279.69,1280.13,1279.52,1279.84,1279.32,1279.77
16//2017:00:00,1279.98,1280.16,1279.89,1279.90,1279.63,1279.81,1279.51,1279.51
16//2017:00:00,1280.07,1280.57,1279.97,1279.98,1279.71,1280.25,1279.59,1279.62
16//2017:00:00,1280.00,1280.17,1279.91,1280.07,1279.61,1279.83,1279.53,1279.72
16//2017:00:00,1279.36,1280.17,1279.32,1280.00,1278.99,1279.79,1278.94,1279.62
16//2017:00:00,1279.55,1279.64,1279.16,1279.37,1279.16,1279.27,1278.81,1278.99
16//2017:00:00,1279.29,1279.61,1279.27,1279.56,1278.90,1279.22,1278.90,1279.16
16//2017:00:00,1279.09,1279.47,1279.06,1279.30,1278.70,1279.08,1278.70,1278.90
16//2017:00:00,1278.82,1279.13,1278.60,1279.10,1278.44,1278.74,1278.20,1278.70
16//2017:00:00,1278.81,1278.92,1278.76,1278.82,1278.41,1278.53,1278.36,1278.43
16//2017:00:00,1278.77,1278.91,1278.67,1278.80,1278.37,1278.52,1278.31,1278.41
16//2017:00:00,1278.71,1278.80,1278.59,1278.76,1278.32,1278.41,1278.21,1278.37
16//2017:00:00,1278.68,1278.71,1278.56,1278.70,1278.31,1278.33,1278.20,1278.31
