Date,open,high,low,close,"XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*"
23//2017:00:00,1291.77,1291.79,1291.30,1291.35,1291.39,1291.44,1290.91,1291.00
23//2017:00:00,1291.77,1291.82,1291.64,1291.77,1291.40,1291.44,1291.30,1291.40
23//2017:00:00,1292.07,1292.09,1291.76,1291.76,1291.70,1291.72,1291.39,1291.39
23//2017:00:00,1291.98,1292.21,1291.87,1292.08,1291.60,1291.82,1291.50,1291.70
23//2017:00:00,1291.97,1291.98,1291.59,1291.98,1291.59,1291.63,1291.23,1291.59
23//2017:00:00,1291.87,1292.12,1291.87,1291.97,1291.51,1291.74,1291.49,1291.60
23//2017:00:00,1292.17,1292.18,1291.76,1291.87,1291.80,1291.81,1291.38,1291.50
23//2017:00:00,1291.76,1292.28,1291.64,1292.17,1291.41,1291.93,1291.28,1291.79
23//2017:00:00,1291.95,1292.07,1291.66,1291.76,1291.59,1291.69,1291.29,1291.40
23//2017:00:00,1291.75,1292.08,1291.73,1291.95,1291.39,1291.72,1291.36,1291.58
23//2017:00:00,1292.20,1292.32,1291.75,1291.75,1291.82,1291.94,1291.38,1291.38
23//2017:00:00,1292.37,1292.39,1291.70,1292.19,1292.00,1292.01,1291.34,1291.81
23//2017:00:00,1292.24,1292.36,1292.20,1292.36,1291.86,1292.01,1291.82,1292.00
23//2017:00:00,1291.87,1292.26,1291.86,1292.24,1291.51,1291.90,1291.51,1291.85
23//2017:00:00,1292.58,1292.68,1291.82,1291.87,1292.21,1292.31,1291.45,1291.52
23//2017:00:00,1292.77,1293.00,1292.47,1292.58,1292.41,1292.62,1292.12,1292.20
23//2017:00:00,1292.10,1293.06,1291.86,1292.78,1291.72,1292.70,1291.51,1292.41
23//2017:00:00,1292.46,1292.47,1292.09,1292.10,1292.09,1292.10,1291.71,1291.71
23//2017:00:00,1292.68,1292.69,1292.08,1292.46,1292.30,1292.31,1291.72,1292.10
23//2017:00:00,1292.48,1292.99,1292.48,1292.66,1292.11,1292.63,1292.10,1292.27
23//2017:00:00,1292.17,1292.50,1292.16,1292.47,1291.83,1292.14,1291.80,1292.11
23//2017:00:00,1292.07,1292.30,1291.74,1292.17,1291.69,1291.93,1291.36,1291.82
23//2017:00:00,1291.78,1292.32,1291.78,1292.07,1291.41,1291.97,1291.41,1291.70
23//2017:00:00,1291.40,1291.79,1291.20,1291.79,1291.03,1291.42,1290.82,1291.41
23//2017:00:00,1291.80,1291.80,1291.35,1291.40,1291.44,1291.46,1290.99,1291.04
23//2017:00:00,1291.79,1291.90,1291.47,1291.80,1291.45,1291.56,1291.10,1291.43
23//2017:00:00,1291.81,1292.10,1291.76,1291.79,1291.45,1291.74,1291.39,1291.44
23//2017:00:00,1291.49,1292.27,1291.40,1291.81,1291.14,1291.89,1291.05,1291.44
23//2017:00:00,1292.20,1292.38,1291.39,1291.50,1291.80,1292.03,1291.05,1291.14
23//2017:00:00,1292.32,1292.47,1292.17,1292.20,1291.94,1292.10,1291.80,1291.84
23//2017:00:00,1291.54,1292.32,1291.52,1292.32,1291.15,1291.97,1291.15,1291.95
23//2017:00:00,1291.91,1291.98,1291.54,1291.54,1291.54,1291.62,1291.17,1291.17
23//2017:00:00,1291.47,1291.98,1291.02,1291.91,1291.10,1291.61,1290.67,1291.55
23//2017:00:00,1291.80,1291.81,1291.40,1291.46,1291.42,1291.45,1291.03,1291.08
23//2017:00:00,1291.99,1292.09,1291.67,1291.79,1291.61,1291.72,1291.31,1291.42
23//2017:00:00,1291.98,1292.05,1291.80,1291.99,1291.62,1291.68,1291.43,1291.62
23//2017:00:00,1292.09,1292.20,1291.97,1291.99,1291.71,1291.84,1291.61,1291.62
23//2017:00:00,1292.29,1292.61,1291.99,1292.08,1291.93,1292.24,1291.62,1291.71
23//2017:00:00,1291.92,1292.31,1291.87,1292.30,1291.54,1291.94,1291.48,1291.93
23//2017:00:00,1291.83,1291.96,1291.58,1291.92,1291.47,1291.59,1291.22,1291.53
23//2017:00:00,1291.99,1292.14,1291.77,1291.83,1291.61,1291.79,1291.42,1291.45
23//2017:00:00,1292.27,1292.27,1291.38,1291.98,1291.88,1291.88,1291.02,1291.61
23//2017:00:00,1292.38,1292.52,1292.27,1292.27,1292.00,1292.14,1291.89,1291.89
23//2017:00:00,1292.43,1292.79,1292.36,1292.38,1292.04,1292.41,1291.98,1292.01
23//2017:00:00,1292.49,1292.56,1292.17,1292.44,1292.12,1292.20,1291.79,1292.05
23//2017:00:00,1292.69,1293.44,1292.45,1292.49,1292.31,1293.05,1292.06,1292.11
23//2017:00:00,1292.15,1292.91,1292.11,1292.69,1291.81,1292.53,1291.72,1292.32
23//2017:00:00,1292.15,1292.29,1291.84,1292.16,1291.78,1291.90,1291.50,1291.81
23//2017:00:00,1292.10,1292.39,1291.97,1292.16,1291.72,1292.01,1291.60,1291.78
23//2017:00:00,1291.88,1292.40,1291.69,1292.10,1291.49,1292.02,1291.32,1291.71
23//2017:00:00,1292.38,1292.39,1291.75,1291.89,1292.02,1292.02,1291.36,1291.50
23//2017:00:00,1291.21,1293.84,1291.00,1292.39,1290.88,1293.49,1290.66,1292.02
23//2017:00:00,1289.79,1291.93,1289.66,1291.21,1289.44,1291.64,1289.33,1290.86
23//2017:00:00,1289.61,1289.95,1289.17,1289.77,1289.25,1289.61,1288.80,1289.44
23//2017:00:00,1289.35,1289.68,1289.27,1289.60,1288.97,1289.31,1288.91,1289.23
23//2017:00:00,1289.18,1289.40,1288.75,1289.32,1288.82,1289.06,1288.39,1288.94
23//2017:00:00,1289.18,1289.56,1289.14,1289.19,1288.82,1289.20,1288.77,1288.82
23//2017:00:00,1289.02,1289.42,1288.90,1289.18,1288.63,1289.06,1288.52,1288.83
23//2017:00:00,1288.74,1289.11,1288.59,1289.02,1288.38,1288.72,1288.21,1288.65
23//2017:00:00,1288.50,1288.98,1288.47,1288.74,1288.15,1288.60,1288.10,1288.39
23//2017:00:00,1288.19,1288.56,1287.88,1288.52,1287.81,1288.17,1287.51,1288.15
23//2017:00:00,1288.48,1288.61,1288.09,1288.19,1288.09,1288.24,1287.71,1287.82
23//2017:00:00,1288.47,1288.59,1287.93,1288.48,1288.09,1288.25,1287.54,1288.10
23//2017:00:00,1289.50,1289.89,1287.18,1288.47,1289.11,1289.50,1286.81,1288.08
23//2017:00:00,1289.67,1290.28,1289.49,1289.49,1289.32,1289.93,1289.11,1289.11
23//2017:00:00,1289.66,1289.81,1289.63,1289.67,1289.27,1289.44,1289.27,1289.30
23//2017:00:00,1289.94,1289.95,1289.61,1289.65,1289.55,1289.57,1289.24,1289.27
23//2017:00:00,1289.54,1290.04,1289.40,1289.95,1289.17,1289.66,1289.05,1289.56
23//2017:00:00,1289.71,1289.96,1289.43,1289.53,1289.33,1289.59,1289.04,1289.17
23//2017:00:00,1290.00,1290.09,1289.68,1289.70,1289.61,1289.74,1289.29,1289.33
23//2017:00:00,1290.11,1290.36,1289.93,1290.01,1289.71,1290.01,1289.57,1289.62
23//2017:00:00,1290.00,1290.12,1289.78,1290.09,1289.63,1289.74,1289.44,1289.71
23//2017:00:00,1289.81,1290.17,1289.78,1290.01,1289.46,1289.83,1289.43,1289.63
23//2017:00:00,1289.82,1290.10,1289.74,1289.81,1289.46,1289.76,1289.36,1289.45
23//2017:00:00,1290.15,1290.15,1289.60,1289.81,1289.76,1289.77,1289.23,1289.46
23//2017:00:00,1289.75,1290.29,1289.70,1290.14,1289.42,1289.93,1289.34,1289.76
23//2017:00:00,1289.87,1289.91,1289.64,1289.79,1289.47,1289.55,1289.27,1289.42
23//2017:00:00,1289.82,1290.04,1289.80,1289.86,1289.43,1289.65,1289.41,1289.47
23//2017:00:00,1289.71,1290.01,1289.57,1289.81,1289.32,1289.64,1289.21,1289.42
23//2017:00:00,1289.48,1289.81,1289.38,1289.72,1289.13,1289.43,1289.02,1289.34
23//2017:00:00,1290.00,1290.32,1289.45,1289.49,1289.62,1289.93,1289.07,1289.13
23//2017:00:00,1290.15,1290.31,1289.87,1290.00,1289.79,1289.92,1289.50,1289.63
23//2017:00:00,1289.60,1290.39,1289.46,1290.16,1289.17,1290.00,1289.05,1289.79
23//2017:00:00,1290.07,1290.29,1289.55,1289.58,1289.70,1289.91,1289.17,1289.17
23//2017:00:00,1290.06,1290.18,1289.92,1290.06,1289.70,1289.80,1289.58,1289.70
23//2017:00:00,1290.16,1290.65,1289.95,1290.06,1289.77,1290.28,1289.59,1289.69
23//2017:00:00,1290.09,1290.28,1289.89,1290.15,1289.78,1289.91,1289.56,1289.77
23//2017:00:00,1290.46,1291.00,1290.09,1290.09,1290.07,1290.60,1289.77,1289.77
23//2017:00:00,1290.25,1290.73,1289.89,1290.46,1289.88,1290.38,1289.50,1290.14
23//2017:00:00,1290.44,1290.73,1290.19,1290.26,1290.05,1290.36,1289.81,1289.88
23//2017:00:00,1290.35,1290.65,1290.31,1290.43,1289.98,1290.31,1289.93,1290.04
23//2017:00:00,1290.31,1290.35,1290.03,1290.35,1289.92,1290.00,1289.64,1290.00
23//2017:00:00,1290.64,1290.81,1290.21,1290.31,1290.26,1290.44,1289.83,1289.93
23//2017:00:00,1289.94,1290.74,1289.83,1290.64,1289.56,1290.35,1289.44,1290.25
23//2017:00:00,1289.97,1290.05,1289.43,1289.93,1289.59,1289.66,1289.07,1289.56
23//2017:00:00,1289.83,1289.96,1289.62,1289.94,1289.48,1289.59,1289.26,1289.59
23//2017:00:00,1290.05,1290.17,1289.83,1289.84,1289.68,1289.79,1289.48,1289.48
23//2017:00:00,1290.26,1290.43,1290.04,1290.07,1289.88,1290.07,1289.66,1289.68
23//2017:00:00,1290.12,1290.30,1289.84,1290.27,1289.74,1289.93,1289.47,1289.88
23//2017:00:00,1290.54,1290.66,1290.05,1290.12,1290.19,1290.29,1289.68,1289.76
23//2017:00:00,1290.13,1290.74,1290.11,1290.54,1289.75,1290.39,1289.75,1290.18
23//2017:00:00,1289.64,1290.22,1289.64,1290.14,1289.26,1289.86,1289.26,1289.75
23//2017:00:00,1289.52,1289.71,1289.52,1289.64,1289.16,1289.33,1289.15,1289.25
23//2017:00:00,1289.02,1289.65,1288.87,1289.53,1288.63,1289.27,1288.50,1289.16
23//2017:00:00,1289.11,1289.14,1289.01,1289.02,1288.76,1288.78,1288.62,1288.64
23//2017:00:00,1289.32,1289.32,1288.97,1289.11,1288.93,1288.95,1288.54,1288.75
23//2017:00:00,1289.53,1289.53,1289.29,1289.32,1289.14,1289.14,1288.91,1288.94
23//2017:00:00,1289.23,1289.54,1289.21,1289.54,1288.87,1289.15,1288.87,1289.15
23//2017:00:00,1289.41,1289.43,1289.22,1289.22,1289.04,1289.09,1288.86,1288.87
23//2017:00:00,1289.50,1289.54,1289.40,1289.41,1289.13,1289.15,1289.02,1289.03
23//2017:00:00,1289.81,1289.83,1289.42,1289.50,1289.42,1289.44,1289.03,1289.12
23//2017:00:00,1289.74,1289.96,1289.65,1289.80,1289.35,1289.59,1289.29,1289.41
23//2017:00:00,1289.41,1289.73,1289.29,1289.73,1289.06,1289.38,1288.96,1289.35
23//2017:00:00,1289.32,1289.53,1289.24,1289.40,1288.95,1289.15,1288.87,1289.06
23//2017:00:00,1289.66,1289.67,1289.22,1289.33,1289.27,1289.28,1288.73,1288.95
23//2017:00:00,1290.15,1290.16,1289.62,1289.65,1289.76,1289.77,1289.26,1289.27
23//2017:00:00,1290.12,1290.15,1290.05,1290.14,1289.75,1289.77,1289.71,1289.75
23//2017:00:00,1289.93,1290.17,1289.84,1290.12,1289.55,1289.78,1289.46,1289.74
23//2017:00:00,1290.13,1290.13,1289.92,1289.93,1289.76,1289.76,1289.55,1289.56
22//2017:00:00,1290.19,1290.19,1289.97,1290.14,1289.85,1289.85,1289.63,1289.76
22//2017:00:00,1290.02,1290.36,1289.88,1290.19,1289.64,1290.01,1289.49,1289.86
22//2017:00:00,1289.92,1290.14,1289.90,1290.03,1289.56,1289.78,1289.52,1289.64
22//2017:00:00,1290.04,1290.15,1289.91,1289.92,1289.66,1289.77,1289.54,1289.57
22//2017:00:00,1290.09,1290.12,1290.02,1290.04,1289.72,1289.75,1289.64,1289.65
22//2017:00:00,1290.31,1290.34,1290.10,1290.10,1289.94,1289.95,1289.73,1289.73
22//2017:00:00,1290.24,1290.33,1290.09,1290.32,1289.85,1289.94,1289.73,1289.94
22//2017:00:00,1290.12,1290.42,1290.06,1290.23,1289.74,1290.03,1289.69,1289.85
22//2017:00:00,1290.22,1290.23,1290.11,1290.13,1289.84,1289.86,1289.74,1289.74
22//2017:00:00,1290.12,1290.28,1290.05,1290.23,1289.75,1289.89,1289.67,1289.84
22//2017:00:00,1290.33,1290.36,1290.07,1290.13,1289.97,1289.98,1289.72,1289.75
22//2017:00:00,1290.01,1290.33,1289.77,1290.33,1289.62,1289.95,1289.40,1289.95
22//2017:00:00,1290.20,1290.25,1289.97,1290.00,1289.83,1289.86,1289.62,1289.62
22//2017:00:00,1290.21,1290.32,1290.06,1290.21,1289.84,1289.95,1289.69,1289.83
22//2017:00:00,1290.49,1290.50,1290.19,1290.21,1290.12,1290.13,1289.83,1289.83
22//2017:00:00,1290.61,1290.72,1290.46,1290.49,1290.23,1290.33,1290.12,1290.13
22//2017:00:00,1290.52,1290.67,1290.41,1290.61,1290.15,1290.27,1290.03,1290.25
22//2017:00:00,1290.18,1290.61,1290.14,1290.52,1289.82,1290.22,1289.78,1290.14
22//2017:00:00,1290.11,1290.18,1290.00,1290.18,1289.73,1289.85,1289.62,1289.81
22//2017:00:00,1290.01,1290.19,1290.00,1290.12,1289.64,1289.82,1289.63,1289.73
22//2017:00:00,1290.07,1290.12,1289.79,1290.02,1289.74,1289.74,1289.43,1289.64
22//2017:00:00,1290.27,1290.36,1290.07,1290.10,1289.93,1289.98,1289.71,1289.74
22//2017:00:00,1290.31,1290.45,1290.23,1290.27,1289.95,1290.06,1289.86,1289.94
22//2017:00:00,1290.21,1290.42,1290.02,1290.30,1289.84,1290.05,1289.65,1289.95
22//2017:00:00,1290.04,1290.37,1289.90,1290.21,1289.67,1289.99,1289.53,1289.85
22//2017:00:00,1290.26,1290.32,1289.99,1290.03,1289.95,1289.96,1289.65,1289.67
22//2017:00:00,1290.23,1290.38,1290.13,1290.28,1289.85,1290.05,1289.81,1289.95
22//2017:00:00,1289.98,1290.40,1289.87,1290.23,1289.61,1290.04,1289.53,1289.86
22//2017:00:00,1289.91,1290.21,1289.90,1289.99,1289.52,1289.85,1289.51,1289.61
22//2017:00:00,1290.08,1290.26,1289.89,1289.91,1289.70,1289.87,1289.50,1289.54
22//2017:00:00,1289.91,1290.20,1289.89,1290.08,1289.55,1289.83,1289.51,1289.71
22//2017:00:00,1290.38,1290.49,1289.90,1289.91,1290.00,1290.10,1289.51,1289.53
22//2017:00:00,1290.29,1290.44,1290.26,1290.39,1289.91,1290.06,1289.90,1290.00
22//2017:00:00,1290.20,1290.71,1290.18,1290.29,1289.82,1290.34,1289.80,1289.90
22//2017:00:00,1290.12,1290.40,1290.07,1290.20,1289.74,1290.01,1289.69,1289.83
22//2017:00:00,1290.08,1290.23,1289.86,1290.12,1289.67,1289.86,1289.46,1289.73
22//2017:00:00,1290.18,1290.39,1290.00,1290.07,1289.79,1290.01,1289.62,1289.67
22//2017:00:00,1290.44,1290.58,1290.13,1290.17,1290.09,1290.20,1289.75,1289.79
22//2017:00:00,1290.34,1290.48,1290.24,1290.45,1289.99,1290.12,1289.88,1290.09
22//2017:00:00,1290.45,1290.66,1290.12,1290.35,1290.06,1290.30,1289.74,1289.99
22//2017:00:00,1290.24,1290.59,1290.22,1290.44,1289.85,1290.20,1289.84,1290.05
22//2017:00:00,1290.15,1290.36,1289.99,1290.25,1289.76,1289.98,1289.61,1289.86
22//2017:00:00,1290.42,1290.44,1290.02,1290.14,1290.03,1290.07,1289.68,1289.75
22//2017:00:00,1291.02,1291.03,1290.21,1290.41,1290.65,1290.69,1289.83,1290.03
22//2017:00:00,1290.91,1291.04,1290.90,1291.02,1290.53,1290.68,1290.53,1290.66
22//2017:00:00,1290.92,1291.12,1290.81,1290.91,1290.57,1290.74,1290.44,1290.54
22//2017:00:00,1291.20,1291.31,1290.91,1290.92,1290.85,1290.94,1290.53,1290.56
22//2017:00:00,1291.51,1291.69,1291.17,1291.20,1291.15,1291.29,1290.81,1290.84
22//2017:00:00,1291.51,1291.60,1291.37,1291.51,1291.16,1291.23,1291.02,1291.14
22//2017:00:00,1291.71,1291.73,1291.40,1291.51,1291.34,1291.36,1291.03,1291.14
22//2017:00:00,1291.40,1291.82,1291.33,1291.72,1291.04,1291.45,1290.96,1291.34
22//2017:00:00,1291.13,1291.42,1291.08,1291.41,1290.74,1291.04,1290.69,1291.04
22//2017:00:00,1291.13,1291.21,1291.04,1291.12,1290.75,1290.83,1290.66,1290.74
22//2017:00:00,1291.10,1291.31,1290.99,1291.13,1290.75,1290.92,1290.66,1290.74
22//2017:00:00,1291.15,1291.53,1290.86,1291.10,1290.79,1291.17,1290.48,1290.74
22//2017:00:00,1291.06,1291.29,1291.00,1291.15,1290.68,1290.91,1290.64,1290.78
22//2017:00:00,1291.14,1291.37,1291.06,1291.07,1290.75,1291.03,1290.68,1290.68
22//2017:00:00,1291.54,1291.64,1291.13,1291.13,1291.16,1291.28,1290.74,1290.74
22//2017:00:00,1291.45,1291.56,1291.33,1291.53,1291.10,1291.18,1290.95,1291.14
22//2017:00:00,1291.14,1291.45,1291.13,1291.45,1290.82,1291.11,1290.75,1291.09
22//2017:00:00,1291.06,1291.14,1290.87,1291.14,1290.70,1290.80,1290.50,1290.79
22//2017:00:00,1290.95,1291.08,1290.76,1291.06,1290.56,1290.73,1290.38,1290.69
22//2017:00:00,1291.04,1291.12,1290.93,1290.93,1290.66,1290.75,1290.54,1290.54
22//2017:00:00,1291.23,1291.23,1290.96,1291.04,1290.84,1290.84,1290.60,1290.67
22//2017:00:00,1291.16,1291.44,1290.98,1291.22,1290.81,1291.07,1290.62,1290.83
22//2017:00:00,1291.44,1291.46,1291.15,1291.16,1291.04,1291.13,1290.76,1290.80
22//2017:00:00,1290.83,1291.51,1290.74,1291.44,1290.48,1291.13,1290.37,1291.06
22//2017:00:00,1291.16,1291.42,1290.83,1290.83,1290.77,1291.03,1290.44,1290.47
22//2017:00:00,1290.93,1291.26,1290.76,1291.15,1290.55,1290.87,1290.40,1290.77
22//2017:00:00,1291.32,1291.34,1290.92,1290.93,1290.94,1290.97,1290.53,1290.54
22//2017:00:00,1292.05,1292.14,1291.32,1291.32,1291.62,1291.72,1290.94,1290.96
22//2017:00:00,1292.55,1292.55,1291.76,1292.03,1291.55,1291.81,1291.29,1291.62
22//2017:00:00,1292.31,1292.95,1292.30,1292.95,1291.92,1292.10,1291.17,1291.17
22//2017:00:00,1292.28,1292.72,1292.28,1292.32,1291.89,1292.33,1291.89,1291.93
22//2017:00:00,1292.20,1292.40,1292.19,1292.27,1291.81,1292.01,1291.80,1291.88
22//2017:00:00,1292.14,1292.34,1292.12,1292.19,1291.75,1291.93,1291.73,1291.80
22//2017:00:00,1292.18,1292.25,1292.04,1292.16,1291.79,1291.86,1291.65,1291.75
22//2017:00:00,1292.13,1292.26,1292.07,1292.20,1291.74,1291.87,1291.68,1291.81
22//2017:00:00,1292.19,1292.28,1292.03,1292.14,1291.80,1291.87,1291.64,1291.75
22//2017:00:00,1292.17,1292.29,1292.13,1292.21,1291.78,1291.89,1291.74,1291.82
22//2017:00:00,1291.96,1292.26,1291.96,1292.16,1291.66,1291.87,1291.66,1291.77
22//2017:00:00,1291.79,1291.99,1291.79,1291.96,1291.45,1291.72,1291.42,1291.67
22//2017:00:00,1291.78,1291.86,1291.72,1291.79,1291.42,1291.55,1291.36,1291.46
22//2017:00:00,1291.70,1291.90,1291.50,1291.78,1291.34,1291.58,1291.13,1291.41
22//2017:00:00,1291.94,1291.94,1291.58,1291.70,1291.57,1291.59,1291.21,1291.33
22//2017:00:00,1292.02,1292.05,1291.82,1291.94,1291.60,1291.68,1291.48,1291.56
22//2017:00:00,1292.12,1292.16,1291.61,1292.01,1291.75,1291.78,1291.28,1291.60
22//2017:00:00,1292.22,1292.46,1292.08,1292.12,1291.80,1292.11,1291.72,1291.76
22//2017:00:00,1292.22,1292.42,1291.88,1292.23,1291.88,1292.03,1291.57,1291.81
22//2017:00:00,1292.54,1292.86,1292.18,1292.22,1292.20,1292.48,1291.84,1291.89
22//2017:00:00,1292.41,1292.81,1292.40,1292.56,1292.04,1292.44,1292.04,1292.20
22//2017:00:00,1292.62,1292.65,1291.70,1292.40,1292.25,1292.28,1291.41,1292.04
22//2017:00:00,1293.58,1293.74,1292.61,1292.63,1293.22,1293.35,1292.24,1292.25
22//2017:00:00,1293.82,1293.83,1293.48,1293.59,1293.43,1293.44,1293.12,1293.22
22//2017:00:00,1293.99,1294.11,1293.78,1293.80,1293.63,1293.73,1293.42,1293.42
22//2017:00:00,1294.50,1294.60,1293.78,1293.98,1294.13,1294.23,1293.43,1293.63
22//2017:00:00,1294.09,1294.51,1293.54,1294.48,1293.73,1294.16,1293.18,1294.13
22//2017:00:00,1294.29,1294.40,1293.76,1294.11,1293.94,1294.04,1293.44,1293.73
22//2017:00:00,1294.33,1294.64,1294.23,1294.28,1293.96,1294.26,1293.86,1293.94
22//2017:00:00,1294.22,1294.94,1294.12,1294.33,1293.84,1294.55,1293.74,1293.94
22//2017:00:00,1294.16,1294.42,1293.79,1294.23,1293.78,1294.04,1293.43,1293.84
22//2017:00:00,1293.91,1294.49,1293.86,1294.16,1293.52,1294.13,1293.47,1293.79
22//2017:00:00,1293.45,1294.35,1293.33,1293.91,1293.08,1294.02,1292.99,1293.51
22//2017:00:00,1292.69,1293.68,1292.60,1293.45,1292.27,1293.32,1292.22,1293.07
22//2017:00:00,1292.43,1292.91,1292.24,1292.70,1292.04,1292.52,1291.85,1292.28
22//2017:00:00,1293.34,1293.54,1292.30,1292.42,1293.00,1293.18,1291.93,1292.03
22//2017:00:00,1291.80,1293.72,1291.75,1293.34,1291.42,1293.33,1291.36,1292.98
22//2017:00:00,1291.66,1293.05,1291.33,1291.81,1291.02,1292.66,1290.53,1291.42
22//2017:00:00,1291.64,1291.88,1290.95,1291.66,1291.25,1291.38,1290.58,1291.14
22//2017:00:00,1291.75,1291.85,1291.55,1291.65,1291.41,1291.52,1291.16,1291.26
22//2017:00:00,1292.15,1292.15,1291.71,1291.74,1291.76,1291.80,1291.33,1291.41
22//2017:00:00,1292.60,1292.62,1291.65,1292.14,1292.22,1292.22,1291.29,1291.75
22//2017:00:00,1292.68,1292.84,1292.40,1292.59,1292.29,1292.45,1292.02,1292.22
22//2017:00:00,1292.61,1292.69,1292.35,1292.68,1292.25,1292.31,1291.98,1292.26
22//2017:00:00,1292.59,1292.83,1292.19,1292.61,1292.22,1292.47,1291.86,1292.23
22//2017:00:00,1292.62,1292.84,1292.31,1292.58,1292.23,1292.46,1291.92,1292.22
22//2017:00:00,1292.17,1292.85,1292.17,1292.61,1291.82,1292.48,1291.81,1292.22
22//2017:00:00,1292.38,1292.38,1291.75,1292.17,1291.98,1292.00,1291.38,1291.81
22//2017:00:00,1291.36,1292.54,1291.34,1292.40,1291.03,1292.15,1290.95,1291.98
22//2017:00:00,1291.27,1291.53,1291.12,1291.36,1290.88,1291.15,1290.75,1291.04
22//2017:00:00,1291.07,1291.37,1291.05,1291.25,1290.72,1291.00,1290.66,1290.86
22//2017:00:00,1291.44,1291.57,1290.97,1291.07,1291.05,1291.20,1290.59,1290.69
22//2017:00:00,1291.50,1291.57,1291.26,1291.43,1291.12,1291.24,1290.92,1291.04
22//2017:00:00,1291.28,1291.58,1291.14,1291.51,1290.91,1291.19,1290.76,1291.12
22//2017:00:00,1291.71,1291.78,1291.16,1291.28,1291.32,1291.39,1290.76,1290.92
22//2017:00:00,1291.52,1291.78,1291.32,1291.72,1291.14,1291.40,1290.93,1291.33
22//2017:00:00,1291.23,1291.63,1290.95,1291.54,1290.84,1291.24,1290.56,1291.15
22//2017:00:00,1291.44,1291.89,1291.09,1291.22,1291.05,1291.54,1290.73,1290.83
22//2017:00:00,1290.59,1291.56,1290.56,1291.46,1290.20,1291.17,1290.17,1291.07
22//2017:00:00,1290.58,1290.90,1290.50,1290.60,1290.19,1290.52,1290.11,1290.21
22//2017:00:00,1291.26,1291.26,1290.49,1290.57,1290.87,1290.87,1290.10,1290.18
22//2017:00:00,1291.15,1291.28,1290.70,1291.27,1290.66,1290.90,1290.31,1290.88
22//2017:00:00,1290.72,1291.15,1290.47,1291.10,1290.35,1290.77,1290.09,1290.69
22//2017:00:00,1291.32,1291.50,1290.48,1290.72,1290.94,1291.11,1290.10,1290.33
22//2017:00:00,1291.02,1291.42,1290.87,1291.32,1290.63,1291.08,1290.49,1290.96
22//2017:00:00,1290.91,1291.02,1290.48,1291.02,1290.52,1290.65,1290.09,1290.64
22//2017:00:00,1291.69,1291.82,1290.89,1290.90,1291.30,1291.43,1290.50,1290.51
22//2017:00:00,1291.63,1292.11,1291.39,1291.68,1291.24,1291.74,1291.00,1291.30
22//2017:00:00,1291.13,1291.73,1291.03,1291.63,1290.76,1291.36,1290.64,1291.25
22//2017:00:00,1290.57,1291.28,1290.48,1291.13,1290.19,1290.97,1290.10,1290.75
22//2017:00:00,1289.59,1291.03,1289.59,1290.56,1289.20,1290.64,1289.19,1290.19
22//2017:00:00,1289.75,1289.98,1289.48,1289.60,1289.36,1289.59,1289.08,1289.21
22//2017:00:00,1289.47,1289.76,1289.24,1289.76,1289.08,1289.37,1288.85,1289.37
22//2017:00:00,1288.84,1289.62,1288.84,1289.48,1288.45,1289.25,1288.45,1289.10
22//2017:00:00,1289.14,1289.22,1288.74,1288.83,1288.81,1288.83,1288.35,1288.45
22//2017:00:00,1289.11,1289.37,1288.85,1289.14,1288.73,1288.98,1288.46,1288.80
22//2017:00:00,1289.06,1289.42,1288.71,1289.12,1288.69,1289.06,1288.36,1288.73
22//2017:00:00,1289.47,1289.67,1288.92,1289.05,1289.08,1289.33,1288.56,1288.69
22//2017:00:00,1290.10,1290.35,1289.41,1289.46,1289.77,1289.98,1289.03,1289.07
22//2017:00:00,1289.82,1290.35,1289.53,1290.10,1289.45,1289.98,1289.14,1289.76
22//2017:00:00,1289.51,1290.36,1289.47,1289.83,1289.13,1290.01,1289.08,1289.45
22//2017:00:00,1288.95,1289.78,1288.90,1289.51,1288.60,1289.39,1288.58,1289.12
22//2017:00:00,1288.48,1289.53,1288.46,1288.96,1288.13,1289.22,1288.12,1288.60
22//2017:00:00,1287.73,1289.37,1287.73,1288.48,1287.34,1288.94,1287.34,1288.12
22//2017:00:00,1287.28,1287.82,1286.96,1287.73,1286.90,1287.48,1286.58,1287.35
22//2017:00:00,1288.39,1288.49,1286.89,1287.29,1287.82,1288.01,1286.52,1286.90
22//2017:00:00,1288.19,1288.41,1287.91,1288.27,1287.82,1288.02,1287.62,1287.86
22//2017:00:00,1288.24,1288.74,1288.07,1288.21,1287.95,1288.38,1287.72,1287.82
22//2017:00:00,1287.48,1288.82,1287.48,1288.34,1287.21,1288.43,1287.21,1287.95
22//2017:00:00,1287.66,1287.71,1287.28,1287.60,1287.28,1287.36,1286.89,1287.21
22//2017:00:00,1286.66,1287.70,1286.66,1287.64,1286.35,1287.37,1286.35,1287.28
22//2017:00:00,1287.78,1287.87,1286.63,1286.66,1287.42,1287.51,1286.33,1286.38
22//2017:00:00,1287.27,1287.97,1287.04,1287.78,1286.92,1287.58,1286.70,1287.40
22//2017:00:00,1287.59,1287.77,1287.04,1287.27,1287.20,1287.41,1286.66,1286.90
22//2017:00:00,1287.58,1287.89,1287.16,1287.58,1287.20,1287.50,1286.78,1287.20
